"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Date (Local)","Year","Day In Year (Local)","Units of Measure","Exceptional Data Type","Nonreg Observation Count","Observation Count","Observation Percent","Nonreg Arithmetic Mean","Arithmetic Mean","Nonreg First Maximum Value","First Maximum Value","First Maximum Hour","AQI","Daily Criteria Indicator","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 Annual 2012","2023-01-02","2023","002","Micrograms/cubic meter (LC)","None","","1","100.0000","","9.1","","9.1","0","38","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","9","34.06659","-118.22688","WGS84","Sulfur dioxide","1 HOUR","SO2 1-hour 2010","2023-01-02","2023","002","Parts per billion","None","","24","100.0000","","-0.0625","","0.1","13","0","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","9","34.06659","-118.22688","WGS84","Sulfur dioxide","3-HR BLK AVG","SO2 3-hour 1971","2023-01-02","2023","002","Parts per billion","None","","8","100.0000","","-0.05","","0","11",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42601","9","34.06659","-118.22688","WGS84","Nitric oxide (NO)","1 HOUR","","2023-01-02","2023","002","Parts per billion","None","","24","100.0000","","4.641667","","22.4","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","10","34.06659","-118.22688","WGS84","Sulfur dioxide","5 MINUTE","","2023-01-02","2023","002","Parts per billion","None","","258","90.0000","","-0.056202","","0.3","13",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42612","9","34.06659","-118.22688","WGS84","NOy - NO","1 HOUR","","2023-01-02","2023","002","Parts per billion","None","","24","100.0000","","15.075","","20.3","21",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42600","9","34.06659","-118.22688","WGS84","Reactive oxides of nitrogen (NOy)","1 HOUR","","2023-01-02","2023","002","Parts per billion","None","","24","100.0000","","19.758333","","41.8","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","9","34.06659","-118.22688","WGS84","Carbon monoxide","1 HOUR","CO 1-hour 1971","2023-01-02","2023","002","Parts per million","None","","24","100.0000","","0.32475","","0.578","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","9","34.06659","-118.22688","WGS84","Carbon monoxide","8-HR RUN AVG END HOUR","CO 8-hour 1971","2023-01-02","2023","002","Parts per million","None","","24","100.0000","","0.304167","","0.4","7","5","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","3","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","2023-01-02","2023","002","Parts per billion","None","","24","100.0000","","14.720833","","21.6","21","20","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42601","1","34.06659","-118.22688","WGS84","Nitric oxide (NO)","1 HOUR","","2023-01-02","2023","002","Parts per billion","None","","24","100.0000","","5.641667","","25.8","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","1","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","4.6","","4.6","0","19","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","1","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 Annual 2012","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","4.6","","4.6","0","19","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","81102","3","34.06659","-118.22688","WGS84","PM10 Total 0-10um STP","1 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (25 C)","None","","24","100.0000","","6.75","","16","18",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","81102","3","34.06659","-118.22688","WGS84","PM10 Total 0-10um STP","24-HR BLK AVG","PM10 24-hour 2006","2023-01-03","2023","003","Micrograms/cubic meter (25 C)","None","","1","100.0000","","6","","6","23","6","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","1","34.06659","-118.22688","WGS84","Carbon monoxide","1 HOUR","CO 1-hour 1971","2023-01-03","2023","003","Parts per million","None","","24","100.0000","","0.25","","0.3","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","1","34.06659","-118.22688","WGS84","Carbon monoxide","8-HR RUN AVG END HOUR","CO 8-hour 1971","2023-01-03","2023","003","Parts per million","None","","24","100.0000","","0.25","","0.3","0","3","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","1 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","24","100.0000","","4.3125","","8.4","20",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 24-hour 2012","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","4.3","","4.3","0","18","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 Annual 2012","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","4.3","","4.3","0","18","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","9","34.06659","-118.22688","WGS84","Sulfur dioxide","1 HOUR","SO2 1-hour 2010","2023-01-03","2023","003","Parts per billion","None","","24","100.0000","","-0.141667","","-0.1","0","0","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","9","34.06659","-118.22688","WGS84","Sulfur dioxide","3-HR BLK AVG","SO2 3-hour 1971","2023-01-03","2023","003","Parts per billion","None","","8","100.0000","","-0.1125","","-0.1","2",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88374","5","34.06659","-118.22688","WGS84","OC1 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.037","","0.037","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68114","5","34.06659","-118.22688","WGS84","Sample Volume - Teflon Filter","24 HOUR","","2023-01-03","2023","003","Cubic meter","None","","1","100.0000","","9.7","","9.7","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68112","5","34.06659","-118.22688","WGS84","Sample Flow Rate CV - Nylon Filter","24 HOUR","","2023-01-03","2023","003","Percent","None","","1","100.0000","","0.7","","0.7","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68115","5","34.06659","-118.22688","WGS84","Sample Volume - Nylon Filter","24 HOUR","","2023-01-03","2023","003","Cubic meter","None","","1","100.0000","","9.7","","9.7","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68116","5","34.06659","-118.22688","WGS84","Sample Volume - Quartz Filter","24 HOUR","","2023-01-03","2023","003","Cubic meter","None","","1","100.0000","","31.7","","31.7","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88348","5","34.06659","-118.22688","WGS84","Soil PM2.5 LC","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.26237","","0.26237","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88401","5","34.06659","-118.22688","WGS84","Reconstructed Mass PM2.5 LC","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","4.3803","","4.3803","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88329","5","34.06659","-118.22688","WGS84","EC1 PM2.5 LC","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.493","","0.493","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88330","5","34.06659","-118.22688","WGS84","EC2 PM2.5 LC","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.114","","0.114","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88385","5","34.06659","-118.22688","WGS84","EC3 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.00336","","0.00336","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88355","5","34.06659","-118.22688","WGS84","OC CSN_Rev Unadjusted PM2.5 LC TOT","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","1.365","","1.365","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88375","5","34.06659","-118.22688","WGS84","OC2 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.343","","0.343","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88357","5","34.06659","-118.22688","WGS84","EC CSN_Rev Unadjusted PM2.5 LC TOT","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.441","","0.441","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88370","5","34.06659","-118.22688","WGS84","OC CSN_Rev Unadjusted PM2.5 LC TOR","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","1.301","","1.301","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88378","5","34.06659","-118.22688","WGS84","OP CSN_Rev Unadjusted PM2.5 LC TOR","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.116","","0.116","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88376","5","34.06659","-118.22688","WGS84","OC3 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.546","","0.546","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88377","5","34.06659","-118.22688","WGS84","OC4 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.259","","0.259","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88380","5","34.06659","-118.22688","WGS84","EC CSN_Rev Unadjusted PM2.5 LC TOR","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.505","","0.505","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88388","5","34.06659","-118.22688","WGS84","OP CSN_Rev Unadjusted PM2.5 LC TOT","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.181","","0.181","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88383","5","34.06659","-118.22688","WGS84","EC1 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.49733","","0.49733","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88384","5","34.06659","-118.22688","WGS84","EC2 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.12056","","0.12056","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88321","5","34.06659","-118.22688","WGS84","EC PM2.5 LC TOR","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.505","","0.505","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88326","5","34.06659","-118.22688","WGS84","OC3 PM2.5 LC","24 HOUR","","2023-01-03","2023","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.495","","0.495","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
